stars,text,publishedAtDate
5,,
5,,
5,,
5,,
5,,
4,,
4,Chinese food specialized in Haka cuisines. Felt authentic and really delicious. Lindung cah fumak is highly recommended,2025-06-22T08:43:11.831Z
4,,2025-06-22T05:28:22.399Z
4,,2025-05-28T00:58:08.681Z
4,"Great Chinese food around the area. Follow the reviews from Google Map and not disappointed. Not recommended if you are going to order steam fish, as it took a long time to cooked.",2025-05-07T14:31:52.074Z
4,,2024-12-06T03:40:43.233Z
4,,2025-10-20T04:53:22.735Z
5,,
4,,2025-08-10T15:27:18.724Z
5,,
4,,
5,,
5,,
5,,
4,,2025-07-27T14:29:13.465Z
5,,
5,,
4,,2025-12-01T11:41:10.898Z
4,Padrhai,2025-10-17T12:50:27.174Z
4,"taste of food is quite authentic. must try mango som tam, pork satay and tomyum with ramen. mango som tum taste very fresh and have little mint leaves. we also tried mango sticky rice and tastes good",2025-10-14T08:13:12.033Z
4,Lumajan lah drpada Lumajun,2025-10-13T12:28:02.396Z
5,,
4,all okay but not a fan. just so so,2025-09-15T02:15:36.921Z
4,,2025-08-27T17:27:41.666Z
4,"Judge ramen by the order of:
 
 Broth -> noodles-> toppings
 
 Triple excellent, chashu can be slightly more tender. Arigato gozaimasu!",2025-11-27T14:35:02.837Z
4,,2020-09-10T10:46:41.892Z
4,"Kebetulan olahraga pagi sekitar Mall Kelapa Gading (MKG), ketemu kopi tiam Hang Tuah yang ternyata sudah buka sejak jam 7 pagi.
 
 Order combo toast yang terdiri dari kaya butter, telur kampung 1/2 matang dan kopi tarik panas. Juga order chicken chop rice dan Hong Kong chicken mee.
 
 Combo toast enak, kaya butter lumayan crisp, kopinya mantap. Chicken chop rice dan Hong Kong chicken mee juga lumayan.
 
 Tempatnya memang kecil, tapi pelayanan lumayan cepat.
 
 Overall, worth trying while in MKG.",2025-11-13T09:20:21.876Z
4,"Nice FOOD, nice Ambience ...",2025-11-18T08:53:30.196Z
4,"Tempat dimana ingin mengeksplorasi rasa lokal, pilihannya banyak malah mungkin jadi bingung mencoba yang mana. Dari yang biasa-biasa sampai yang jarang ditemui ditempat lain. Waktu penyajian lumayan cepat. Hindari jam-jam makan karena akan ada antrian. Selamat mencoba.",2025-11-16T06:39:10.956Z
4,,2025-11-12T12:16:32.665Z
5,,
4,,2025-11-14T02:02:49.596Z
4,"Bungkus, agak keras daging nya, kuah enak. Anak2 / orang tua akan susah makannya.",2025-09-01T11:18:31.078Z
4,Makan malam jam 7.30,2025-06-08T05:24:45.549Z
5,,
4,"Kayak belum lama buka nih. Kita coba pesen nasi rawon, rawonnya datang dengan mangkok kecil seperti biasa ya kalau makan soto padang atau apa gitu. Isiannya sih pas lah gak terlalu banyak gak terlalu dikit juga, rasanya soh juga oke lah cuma kurang asin dikit tapi setelah kita tambah garem dan cabenya mantap kok, kerupuknya dapetnya kerupuk udang, kalau mau add toping telor asin dll jg ada kok. Tempatnya sih non AC tapi nyanan dan bersih juga",2025-02-09T12:08:34.189Z
4,,2019-09-21T06:47:11.163Z
5,,
4,murah enak lagi,2020-02-18T11:46:59.131Z
4,Food it's great. Usually come with family or friends.,2025-11-25T17:11:03.188Z
5,,
5,,
5,고급진 분위기..기분전환할 곳으로 좋으네요,A classy atmosphere... a good place to change your mood
4,"Tempat makannya sih lumayan dengan harga low budget cuma masih tidak beraturan, hrs pinter mencari tempat masak yg benar kalo ga . Di pasar seafod nya teratur cuma sampah dan bau nya lumayan bgt . Dipasar juga hrs tau mana seafood yg bagus ☺️ untuk penyajian makanan agak lama yah, kita hrs sedikit aktif menanyakan",2025-11-12T00:54:16.779Z
4,,
5,,
5,,
5,,
4,,2025-11-10T07:23:36.740Z
5,,
5,,
4,,
5,,
4,ikannya dimasak secara fresh. bumbunya pas sekali,2025-11-07T00:19:05.020Z
5,,
4,,2025-11-04T10:27:13.690Z
4,,2025-11-02T01:50:02.349Z
4,,2025-10-02T01:56:11.179Z
4,Buat ngopi nyaman lah,2018-10-09T13:39:21.527Z
4,Tempat ngopi asyik banget nih,2018-02-09T14:00:08.314Z
5,,
4,,2017-12-14T14:09:47.298Z
4,,
5,,
5,,
5,,
5,,
5,,
5,,
5,,
4,,2025-10-24T10:55:58.773Z
4,,2025-02-21T08:58:59.404Z
4,,2023-11-13T16:05:56.507Z
4,,2023-07-28T05:42:51.739Z
4,,2023-06-25T16:45:14.926Z
4,,
4,,2025-11-30T12:15:38.768Z
5,,
4,,2025-11-29T00:59:12.298Z
5,,
4,,2025-11-20T09:00:39.073Z
4,"Sangat baguss view pantai nya , rekomendasi untuk yang mau diner malam",2025-11-20T06:33:14.355Z
4,bersih,2025-11-24T20:20:16.512Z
4,very traditional original hotpot in Indonesia,2025-10-04T04:21:10.991Z
4,"hi, can I ask who to contact for a table booking?",2025-07-07T07:47:13.044Z
4,羊蝎子火锅汤底偏辣，对于喜欢吃辣的人来说是个不错的选择，食材挺新鲜,2024-12-14T07:48:17.628Z
5,,
5,,
4,Tatsey seAfood,2025-11-30T03:53:26.160Z
4,"Tadi pesen mie jawa, sapo tahu, nasi goreng nyaa enak sedap..
 Fuyunghainya kurang enak seperti kebanyakan tepung
 Kalau sausnya enak",2025-03-29T17:00:15.896Z
4,,2025-02-04T17:24:23.786Z
4,"I never knew that there is a seafood restaurants between busy logistics and transport offices buildings (ruko) in this area.
 The food are great taste and the waiters are all very nice.
 It was lunch time and the food came one by one so we have to wait a little bit and could not have our meals in comfortable time.
 They have to speed up the kitchen tasks.",2025-01-23T14:39:18.402Z
4,,2025-11-25T07:49:29.530Z
5,Mas kris,More kris
4,"Steak paling enak yang harganya 200rban.
 
 Steaknya sudah lengkap sama minum dan es krim untuk paketnya. Kentang gorengnya enak , side dishnya juga ok banget.
 
 Pelayanan aja harus ditingkatkan, karena pelayannya jutek dan tidak bersahabat sama tamu.",2025-02-28T06:23:30.231Z
4,,2025-12-01T01:11:48.182Z
4,"Sengaja datang kesini untuk mencoba sop jandonya. Rasanya enak sih, gurih, ada sensasi seger2nya dari topping daun seledrinya, dagingnya juga empuk, hanya kurang mantab saja, satenya enak, empuk juga.
 Tersedia menu masakan manado juga. Dan cemilan nusantara lainnya, seperti gorengan(mendoan dll)
 Harganya ada beberapa menu yang diatas harga biasanya sih. Sebelum pesan sebaiknya lihat daftar menunya dulu.
 Pelayanan, kecepatan perlu peningkatan, selebihnya sudah baik
 Suasana, ruangannya bagus, ada lantai 2 juga.
 Parkir tersedia",2025-11-28T03:35:37.212Z
4,"Lihat resto ini sebenernya ngiler liat Sop Sumsum nya tp tkt kolestrol 
 jadi cobain sop iga bakso nya + nasgor cakalang kecombrang + bihun goreng ayam. Untuk rasanya sih ok aja
 Sop Iga baksonya 95rb (incld nasi) isinya 3 pot iga gk terlalu besar + bakso sapi -/+ 5 pc => lupa difoto
 Nasgor cakalang kecombrang 45K
 Bihun goreng ayam 45K
 porsi nasgor n bihunnya ckp bnyk sih utk sharing ber 3/4",2025-11-24T08:38:57.790Z
4,"Been there twice and it is as good. They have a variety of foods, spicy and non spicy, so everyone would have something to eat here. Out of all, the lamb sate was so tender and burbur manado was so tasty. All portion sizes were quite ok. They are quite generous with their meat servings in the soups, thats why we keep going back. Hope they keep up the good standard and portion sizes!!!",2025-10-20T05:33:53.347Z
4,"1. Sop jando, biasa aja. Keasinan
 2. Sayur bunga pepaya, pait banget. Sorry bukan selera saya.
 3. Nasi goreng ayam porsi besar, biasa aja
 4. Nasi goreng cakalang Pete. Porsi besar, enak. Petenya kurang bamyak",2025-10-19T12:59:09.169Z
4,"Dari luar kelihatannya hanya typical Indonesian food,sangkanya jawa saja,ternyata mereka menyajikan makanan Manado juga.
 
 Lalampa,Panada nya shines through tasty dan lembut.
 
 
 Bubur manadonya biasa saja rada kemahalan dgn Harga 60 ribu seporsi.
 
 Sup Brenobon rasanya mirip sup buntut. Bau sapinya keras ..‍
 
 Gorengan jagung ok, banyakan tepungnya daripada jagungnya.
 
 Tahu kipas ok,isi dalamnya banyak mengenyangkan
 
 decornya bagus terang dah bersih.
 .
 
 Banyak yg datang order ya,makan nasgornya yg kelihatan EXTRA JUMBO SIZE.. satu orderan katanya nasi cukup untuk 3 org. Buat yg gila carb ini pasti heaven .!!
 Nasi goreng cakalang katanya specialtynya tapi rasa biasa saja
 Cobalah Nasi goreng ayam lebih menggugah selera.
 
 Tempe mendoann rasanya biasa saja.
 Mendingan risole ayamnya.
 Dan jangan lupa sate lilitnya gaes menggugah selera
 
 Ayam gorengnya biasa saja,tiada harum apa walaupun Ada daun2 (entah daun apa is pandan?) yg digoreng berbarengan.
 
 Sate ayam nya dan mie goreng cakalangnya ok rasanya.
 
 Kelapa gula aren nya mantap buat cuaca panas begini
 
 Promising place, Harga expensive,cita rasanya lost in translation.",2025-10-16T09:24:20.121Z
4,Preety good and affordable seafood. The fried squid with saus padang is recommended,2025-11-06T13:18:21.687Z
4,,2025-09-16T11:56:23.432Z
4,Harga terjangkau.....nikmat makan bersama,2025-08-22T04:25:06.713Z
4,Enak makanannya sih tapi suasananya itu aku kurang Suka soalnya banyak Sampah tisu atau apalah tapi untuk makanan dan layanan itu bener bener bagus tapi untuk suasana menurut ku yaaa.. Kureng tapi makanan dan suasana itu bagus dan ini saran. Tolong di bersihkan Lantai²nya ya,2025-07-26T02:28:26.541Z
5,,
5,,
4,"Tempat rame, parkir ga susah. Datang langsung pilih² dan tanya² ikan & seafood yang mau dipesan. Duduk kursi atau lesehan ada. Lumayan antri. Rasanya enak. Paling cocok kalau datang ramean dan sharing makanan jadi per orang lebih murah. Harga cukup terjangkau untuk standar ikan & seafood.",2025-07-12T09:02:23.838Z
4,,
2,,
3,,
4,"Been wanting to try Sun Nong Dak after seeing many reviews on IG. The galbi jjim is good, and the stew base has a nice spice kick to it. The meat is tender, though it does get a bit hard after some time.
 
 Overall, a solid galbi jjim for Jakarta. It does somewhat remind me of LA’s Sun Nong Dan, but don’t expect an exact replica.
 
 They also have a high-angle photobooth that’s complimentary, which I appreciate!",2025-11-23T08:36:44.638Z
5,,
4,"Cobain menu spesial disini, yaitu iga nya yang isinya ada daging iga, toppoki, wortel, dan sayuran2 lain. Rasanya oke sih. Dagingnya cukup lembut, meskipun ada beberapa yg agak alot. Dan entah kenapa ga panas2 bgt dagingnya even disajikan di hotplate. Topping2 lainnya juga oke sih melengkapi iga nya. Dessert nya Cobain pesen bingsoo nya. Enak sih seger. Ada manis dari susu, dan ada asem dari buah2nya.
 
 Overall, karena waktu itu beli vouchernya, secara harga oke lah. Cuma kurang banchan kayanya ya. Dan buat resto korea, sayang bgt even minyak wijen pun minta ga boleh.",2025-09-22T03:44:17.772Z
5,,
5,,
4,"tempat enak nyaman. dingin banget mungkin karna masih baru.
 rame jg byk yg dateng baru pd mau cobain.
 pesen galbijim sama ayam boneless yangmyeon.
 galbijimnya empuk, tp cepet2 makan uda dingin uda mulai keras, rasa nya sebenernya so so aja. mengandalkan cheese dan bumbu semurnya, klo gak ya ga ada rasa, kata healthy food aja.
 ayam yangmyeon nya lumayan lah. cuma untuk harga segitu lebih banyak kulitnya drpd dagingnya. gak semua daging.",2025-09-20T12:06:03.326Z
5,,
5,,
5,,
5,,
5,,
4,"taste dominan a little bit sweet, rib some texture hard some tender and comfy",2025-09-14T07:51:52.654Z
4,"I reserve before coming, bought a promotion package voucher for a set of 1.4kg galbi jjim & pajeon for 600K IDR, then added yangnyeom fried chicken & original cheese ball, galbijjim is good, the rest are just so so. Food tend to be a bit salty. The server was still a bit awkward using the torch, making me a bit nervous. Restaurant decor so simple, feels like eating in an alley.",2025-08-21T08:14:24.027Z
5,,
4,"Influenced by fyp from IG..
 Ordered :
 galbi Jim.. 
 Boneless bbq chicken 
 Japchae 
 Seafood pajeon",2025-08-10T08:36:58.063Z
5,,
5,,
5,,
4,"Tempatnya mudah ditemukan, pas di depan menghadap jalan raya. Makanan iga nya enak, daging empuk. Harga lebih bersahabat jika pakai voucher, voucher bisa beli langsung di tempat via wa. Haemul pajeonnya kurang berasa ya, rada tawar.
 Servis ok dan informatif (ditawari beli voucher).",2025-08-09T04:53:51.547Z
4,"I went here for dinner. I ordered
 
 1. Galbijim (4/5)
 2. Japchae (4/5)
 3. Haemul paejon (4/5)
 4. Soy garlic chicken (4/5)
 5. Signature ramyeon (3/5)
 
 Not bad for korean food. The services were quite slow. Buy the voucher first through whatsapp to get the discount. It might get crowded during dinner time especially on the weekend. Make reservation first if possible.
 
 CONCLUSION = RECOMMENDED!!!",2025-08-08T18:30:16.473Z
4,,2025-08-05T03:17:44.665Z
4,"Ini waktu beli voucher diskon kelihatannya restonya gimana gitu, tp pas datang ternyata staf Sun Nok Daknya belum pada datang. Akhirnya makannya di area Dak2 yg lebih mirip street food atmosphere.
 
 Overall ok sih buat saya. Boleh juga untuk coba2 especially kalo lg ada promo.",2025-08-04T13:32:42.774Z
4,,2025-10-30T07:07:02.675Z
4,"The food is good, the taste is just right and the salty is not excessive. Will definitely come back again to this restaurant for dinner.",2025-01-23T17:02:35.576Z
4,Tempatnya ramai,2018-04-21T12:53:44.175Z
4,Lumayan martabaknya,2018-01-10T02:11:22.004Z
4,,2025-11-17T10:02:12.756Z
4,Good,2025-11-16T03:53:03.947Z
4,,2025-11-14T01:38:04.238Z
4,,2020-10-27T10:15:42.562Z
5,,
5,,
5,,
4,Burung punai n gule kepala kakap nya ruar biasa,2025-10-21T08:38:59.347Z
5,,
4,Nice food,2025-09-30T08:42:51.688Z
5,,
5,,
4,"Lokasinya di daerah Tanjung Priuk,daerah jl.martadinata lokasi kurang strategis.",2020-08-12T08:01:26.619Z
4,Nette Auswahl und gute Preise innerhalb von Ancol,2024-12-29T14:28:11.179Z
4,nice thanks,2024-07-11T08:45:38.865Z
4,,2023-08-11T02:18:32.328Z
4,Pempeknya ok dan cukonya juga mantul,2023-03-09T16:00:42.040Z
4,Tempatnya bagus,2022-10-26T00:43:56.606Z
5,,
4,,
4,Recomended sih rasanya,2022-07-04T14:57:36.469Z
5,,
5,,
5,,
3,,
4,,
4,Ok,2022-07-01T15:51:48.047Z
4,,2022-06-28T12:54:53.339Z
5,,
4,,2022-09-17T11:10:53.290Z
4,"Sop ikannya must try, bawang putihnya gak kentara di soupnya",2025-11-07T05:56:30.382Z
4,,2025-05-21T03:14:24.763Z
5,,
4,,2025-03-02T02:04:33.141Z
4,"Sup ikan bumbu beningnya seger banget.untuk suasana seperti di rumah makan tempo dulu, emang ini resto udah legend. Parkiran terbatas untuk beberapa Mobil saja.",2025-02-21T06:18:41.850Z
5,,
4,Lumayan,2022-06-02T13:27:06.662Z
5,,
4,Ok lah to try.,2025-11-30T03:21:49.252Z
5,,
4,,2025-01-27T18:27:09.216Z
4,,2025-10-22T04:53:43.639Z
5,,
4,"The only down side perhaps chargeable broth, which never happened if we eat in shanthou, chaoshan or chenghai. Other than that, it was a pleasant lunch experience.",2025-08-17T07:36:45.957Z
5,,
4,,2025-11-09T01:50:21.848Z
4,Makanannya enak,2025-09-19T12:29:09.232Z
5,,
5,اكلهم اسيوي بس السمك عندهم تجربه غريبه لذيذه اللي ما يحب الصويا ماراح تعجبه و الربيان لذيذ اسلوبهم جداً وديدين و محترمين بس ما يعرفون لا انجليزي كثير و لا عربي افضل شي بالمترجم اندنوسيه و ينفع المطعم اللي يبي شي قريب المطار و نظيف,
4,,2025-06-11T08:56:52.516Z
4,,
4,Great food and friendly service! The staff were helpful and made the experience even better. Definitely worth a visit.,2025-04-08T06:53:32.129Z
4,"Porsi nasinya cukup banyak, kalo untuk wanita, mungkin bisa minta 1/2 porsi. Rasa ayamnya enak, bumbu terasa, juga empuk, porsinya aja sedikit kecil. Orek Tempenya renyah, rasa manis nya ok. Perkedelnya juga tidak banyak minyak.
 
 Bumbu kuahnya juga enak.
 Minuman es tehnya, refill.",2024-02-01T04:21:31.732Z
4,,2024-01-12T23:09:41.279Z
3,,
4,"Makanan rasa ok, harga lumayan..",2023-06-26T11:14:52.929Z
4,,
5,,
5,,
3,,
5,,
4,,2023-04-30T13:08:02.730Z
4,Enak,2023-01-23T15:48:08.864Z
4,Kami pesen sup iga ternyata rasanya asin sekali.,2022-12-30T09:29:01.059Z
5,,
4,,2022-12-13T09:46:45.690Z
4,,2022-12-12T05:18:24.949Z
1,,
4,Ada menu burung puyuh nya,2022-11-13T08:14:58.130Z
4,,2022-10-18T16:52:30.932Z
4,good n tasty minang food.,2021-05-24T15:44:35.777Z
4,Yang gak pernah ketinggalan kalo makan disini itu telur baladonya..sambel balado merahnya mantep ohya sekarang mereka juga buka menu lainnya selain masakan padang..menu dari kedai kemiri..yang jelas favoriteku sih nasi kuah..yumm,2021-05-11T06:09:00.522Z
4,"Kalau cari tempat yg aga sepi ya oke lah, kali rasa makanan sie selera. no commen",2021-04-15T05:31:49.786Z
4,,2021-02-05T07:31:21.885Z
5,,
5,,
4,,2020-09-04T06:06:52.741Z
4,,2020-08-08T06:44:46.715Z
4,,2020-01-16T07:25:11.481Z
5,,
5,,
5,,
5,,
4,,2020-01-10T16:04:52.698Z
5,,
5,,
4,Harganya mahal. Tapi rasa enak dan tempat nya nyaman.,2019-12-30T13:50:51.450Z
5,Gudgud,
4,,2019-06-02T17:31:06.144Z
4,Harga menyesuaikan dengan tempat,2019-01-24T19:00:40.018Z
4,,2018-12-22T00:25:22.810Z
5,,
4,,2018-12-04T05:27:22.887Z
5,,
5,,
4,Mayannn endul. Sambelnyaaa rawrreee,2023-10-19T09:31:07.669Z
4,,2023-04-11T08:29:00.363Z
4,"Makanan banyak pilihan di bandung resto prasmanan satunya, rasa juga lebih enak disini, pelayanan so so saja, harga disini sedikit pricy di banding dengan sebelah..",2026-01-30T08:57:43.118Z
4,"Makanan Indonesia dengan pilihan nasi bervariasi ada nasi putih, nasi kuning, dan nasi merah. Menu sayur banyak pilihan, banyak pilihan ada pare, buncis, labu, dll. Menu lauk juga banyak pilihan ada yang pedas dan tidak sesuai selera. Kalo saya suka jamur kuping dan ayam popnya.",2025-11-26T02:56:33.452Z
5,,
5,,
4,Lumayan mahal! Gak tahu hitungnya gimana!,2025-08-10T11:16:53.285Z
5,味道很好吃，鱼很新鲜,
5,好吃很好吃 不错,
4,,2024-12-16T04:55:41.278Z
4,Enak makan disini.,2024-11-30T13:08:05.626Z
4,,2024-06-29T07:09:54.421Z
4,뷔페 스타일의 인도네시아 전통요리 식당입니다. 가정식으로 고루고루 먹을 수 있어서 부담없습니다. 한끼를 몇천원의 가격으로 해결하니 만족스럽습니다.,2024-05-25T05:49:05.372Z
4,,2024-04-04T09:56:35.580Z
4,Bihunnya terlalu manis.,2024-04-03T14:26:57.198Z
4,Quite expensive meal but good taste,2024-01-27T05:59:45.974Z
3,,
5,,
5,,
4,,2023-11-16T08:13:58.297Z
4,Cocok untuk selera Nusantara & bagi mereka yang mau packing makanan untuk di kantor & Anak-anak sekolah,2023-10-18T02:21:01.924Z
4,"Basically this restaurant offers steamed rice with various side dishes from vegetables, eggs, poultry to fish. The place is well maintained and the food hygiene is acceptable. The taste is not different than other restaurants in the same area— but the price differs a bit.",2023-09-23T11:48:23.045Z
1,,
2,,
4,,2023-09-13T01:04:28.132Z
5,,
5,,
4,"Makanannya enak-enak dan murah, tapi makanan datang sangat lama. Pesan ketoprak 25 menit, nasi goreng 45 menit. Itupun setelah ditagih terus-terusan baru muncul.",2023-06-23T18:38:13.844Z
3,,
4,"Depot prasmanan masakan Indonesia. Tersedia berbagai jenis makanan olahan sayur, telur, daging dan ikan. Menyediakan pilihan nasi putih dan nasi merah. Harga makanan sedikit mahal karena mungkin di apartment, tapi mereka menyediakan paket hemat IDR 19k.
 
 Selain makanan, juga ada berbagai pilihan es untuk dessert dengan harga IDR 17k.",2023-02-02T10:30:36.592Z
5,,
5,,
5,,
4,,2022-08-28T03:43:57.226Z
5,,
5,,
4,Menu makanan nya sama dengan nama nya Bhineka.. Banyak banget deh jenis makanan nya. Puas. Jadi kalau bolak balik ke sini gak bakal bosen. Rasa nya juga enak.,2022-07-17T06:03:30.041Z
4,"Lumayan lah, buat yg perut lapar",2022-05-26T13:27:14.463Z
4,,
5,,
4,Lauk banyak pilihan. Harga bersahabat.,2022-04-26T14:23:58.350Z
4,"Enak dan tempatnya bersih, namun staffnya pada berkuku panjang jadi agak ginana gitu :) but overall enak",2022-02-06T05:51:43.283Z
4,"Makanannya enak. Menurut saya prasmanan terenak di apartment medit 1 ya ini, tapi tempatnya sedikit panas dan meja kursinya tidak terlalu banyak",2022-02-05T18:18:34.183Z
5,,
4,"Banyak banget menu makanan ny. Di masak tiap pagi. Dan rasa ny enak2 semua.
 Jd kalo beli pagi,masih panas dan fresh.
 Oh iya ini buka jam 9 pagi.
 Dan ada pengalaman yg tidak mengenakan.
 Yaitu karyawana mba2 ny sangan tidak sopan. Terkesan angkuh,kasar dan arogan.
 Semoga management ny mau mengajari karyawan ny lbh santun.",2021-03-21T02:10:30.407Z
5,,
4,"bulgoginya enak gabau amis sapi, dominan rasa minyak wijen gitu
 chicken katsu curry nya enak, kuah karinya lumayan otentik tp agak encer
 thai basil chic nya jg lumayan enak :)",2021-06-03T15:48:30.678Z
4,,2020-10-12T06:15:52.886Z
5,,
4,,2016-05-24T05:29:20.534Z
4,,2025-12-08T07:54:57.196Z
4,Untuk rasa makanan lumayan enak dan kebetulan lokasi didalam mall jadi bisa sekalian mampir,2025-11-21T22:16:59.941Z
4,"Sebenarnya agak sedikit hit & miss.
 
 Makan & minum: keseluruhan enak semua, kecuali kulit xiao long bao agak kering. Birnya kurang dingin, agak mengecewakan.
 
 Staff: ada yg baik ramah2, ada yg jutek tidak senyum sama sekali. Kurang sigap untuk siap dipanggil, saya hrs samperin pada kumpul di kasir.",2025-10-20T10:09:37.344Z
5,,
5,,
4,"Lokasi resto berada di Lippo Mall Puri Lt 1, resto ini non halal ya guys....waktu kami mampir restonya tidak terlalu ramai, berkonsep chinese food, kami ber5 memesan menu :
 - ayam goreng bp, untuk rasa enak top markotop, ada crunchynya juga 
 - babi saus haosin, rasa lumayan enak, tidak gitu alot, tapi beromatik dengan jahe, saya tidak begitu suka jahe 
 - crispy terong abon, untuk terongnya enak, gemoy dan gendut , ada crunchynya juga, di cocol pakai chili oil, cuka dan kecap asin makin enak 
 - tahu siram kepiting, untuk tahunya enak, di tambah kepiting, beuhhh mantappp bener 
 - xiao long bao babi, seperti bakpao di kukus, isi babi, untuk rasa enak, empuk, tapi kebanyakan jahe juga, jadi lebih dominan jahe 
 - es teh bisa refil sepuasnya ya guys 
 
 Overall restonya bagus, cozy dan bersih, pelayannya baik dan ramah, untuk porsi bisa bikin kenyang , untuk harga relatif masih terjangkau, resto nya cocok untuk makan bersama keluarga besar",2025-09-28T09:23:22.218Z
4,"always love to eat here ! Uda cobain semua cabang mereka dari di PIK sampai Pluit Village. For me mereka salah satu underated chinese resto di Jakarta, harganya lebih terjangkau dibanding brand serupa dengan makanan yang rasanya konsisten enaknya",2025-09-07T14:21:51.462Z
4,"Makanan ok, service bs lbh ok lagi harusnya.
 Tolong rajin d pest control soalnya nyamuknya banyak banget..",2025-08-20T18:25:05.897Z
4,"Lagi acara makan bersama keluarga kita mencoba makan di Jin Mu yang berlokasi didalam Lippo Puri Mall. Karena datang di week end makan suasana restoran nya cukup ramai dan full table, kami sudah lakukan reservasi sebelum nya. Suasana cukup enak, meja bundar nya terbatas, jadi kita dapat meja panjang di belakang. Kita pesan beberapa menu hidangan tengah. Rasa makanan nya sendiri sih cukup okay. Harga nya sedang. Disini juga disediakan menu perorangan dan cukup menarik.",2025-06-02T01:05:59.987Z
5,,
4,"Xiao lung bao nya enak pas ga kempot
 Babi hongnya ok
 White bihun nya agak sedikit tawar tp bisa pakai kecap asin ok lah
 Udang mayonise nya ok lah",2025-05-09T17:14:27.446Z
4,Good place to find xiao long bai and decent chinese food :),2025-04-16T08:33:21.450Z
4,"Their food is quite good in general. However, some dishes are not that good. Services overall are good just a bit slow sometimes. Restaurant located inside the mall which is quite convenient to go. Inside the place also spacious not too tight.",2024-12-09T00:18:26.935Z
4,"Enak enak makanannya.
 Semuanya rasanya pas, pesen ukuran large juga bnr bnr besar.
 
 Staff juga friendly and makanan juga cepat keluarnya.",2024-09-14T13:55:55.973Z
4,,
4,"Tempat dan service okay banget.
 Kurangnya di makanan yang saya order adalah Chong Fun Ebi dan Xialongpao ayam. Kulitnya terlalu tebal. Untuk Xialongpao sepertinya bukan fresh melainkan dari frozen. Karena kulit yang agak tebal sehingga rasa isinya kurang wah. Sup rumput laut agak terlalu asin, dimix dengan jahe dan chilli oil jadi lebih balance.",2024-08-17T09:57:26.131Z
4,"Suka.
 Enak
 Tp beda rasa dgn cabang pik",2024-08-07T11:26:37.270Z
4,,2024-07-13T01:18:28.923Z
4,"Non Halal. 270524.
 
 Sudah 5 tahun berdiri ditempat ini tapi saya baru sekarang makan disini.
 
 *Chicken Soup. Broth cukup gurih dan wangi. Perfect .",2024-05-28T09:57:47.333Z
4,,2024-05-12T22:39:27.802Z
4,,2024-04-21T00:13:23.156Z
4,"Tempat makan xiaolungbao di kembangan. Xiaolungbao porknya enak, kuahnya gurih berasa dan porsi cukup oke. Memang tempat ini spealisasinya xiaolungbao
 
 Buat menu yang lain kita cobain ayam tim obat, tahu angsio rasanya standard. Restonya cocok untuk makan dengan keluarga yang ramean",2024-04-12T11:14:35.838Z
4,"The highlight of this restaurant is their Xiao Long Bao. I ordered the large XLB with pork and crab. Taste was okay, but I can't taste any crab there.
 
 The second dish was Dao Xiao Mian with Mala Soup and Wu Shiang Beef. It was good, fresh, and not too spicy",2024-02-19T01:49:36.431Z
4,,
1,,
4,Tidak terlalu lama ambil orderan,2024-01-06T03:49:48.820Z
5,,
5,,
4,,2023-12-20T01:39:52.975Z
5,,
4,,2023-12-02T11:47:57.250Z
4,"delicious, i will come again",2023-07-24T06:41:46.250Z
5,,
5,,
5,,
5,,
5,Good Resto,
4,"I usually ordered their Jjajang Dao Xiao Mien, that’s my favorite menu all the time in here. But this time staff didn’t pay attention to what we ordered. They didn’t input the lamian yet we heard “lamian” when they repeat what we ordered. One of the female staff there wasn’t that nice. This time I ordered seaweed soup, I kind of like it! Tasted very healthy. Jellyfish spicy salad was great and very spicy! I felt unwell for a very short time right after I consumed the jellyfish salad. Maybe because it’s too spicy for me. Xiao Long Bao has always been my favorite as well! Gyoza and pork knuckles were great, and noodle was just typical noodle. Nothing special. I will go back again to order my lamian! One thing they need to pay more attention is to improve that female’s staff behavior though",2023-04-26T15:13:00.841Z
5,,
5,,
4,Biasa,2023-01-12T00:29:43.007Z
5,,
5,,
5,,
5,,
5,,
4,Makanan cukup enak agak sedikit mahal setelah tax n service,2022-07-27T14:04:08.406Z
4,One of the tastiest xiao long bao dish.,2022-01-15T07:50:53.521Z
4,"NON-halal
 
 Hmmm.... knp dikasi bintang 4?
 Ini menurut saya yah...
 1. Kuah onde nya kurang jahe jadi mungkin terlalu encer gitu ya.. tp utk ondenya sendiri sih mantap bgt, bolanya guede bgt
 2. Pesen chaciang lamien tp sy merasa kuahnya jg encer, kurang medok... dagingnya jg kurang melimpah
 
 Nah kalo giant xiao long bao nya itu muantepppp bgt. Isinya ngga kuah doang tp dagingnya jg padat melimpah
 
 Sedangkan si white beehon with egg nya ini jg mantap. Rasanya seperti yg dibayangkan ada di singapore. Telornya jg melimpah. Bayangin itu telormya nener2 nutupin sebihun2nya. Nah makannya harus sama cabe ijo nya, mantullll",2021-12-23T01:15:58.293Z
4,,2021-06-05T00:14:26.851Z
5,,
5,,
5,,
5,,
4,"The fish soup and pork dumplings were nice, tasty, and delicious. We’ll get back for those. However, the sautéed veggies was terrible, cooked too long and bland. Service was good, helpful, and fast.",2021-03-18T12:13:13.953Z
4,,2019-10-20T14:55:41.069Z
